Step,Time,I,E,Q
97,0,-1.6988,3.6506,0
97,0.1,-1.6988,3.6506,0
97,0.2,-1.6989,3.65,0.0001
97,0.3,-1.6991,3.6498,0.0001
97,0.4,-1.6993,3.6492,0.0002
97,0.5,-1.6994,3.6488,0.0002
97,0.6,-1.6994,3.6484,0.0003
97,0.7,-1.6995,3.6481,0.0003
97,0.8,-1.6995,3.6479,0.0004
97,0.9,-1.6995,3.6477,0.0004
97,1,-1.6996,3.6474,0.0005
97,1.1,-1.6996,3.6472,0.0005
97,1.2,-1.6996,3.647,0.0006
97,1.3,-1.6996,3.6468,0.0006
97,1.4,-1.6996,3.6466,0.0007
97,1.5,-1.6996,3.6465,0.0007
97,1.6,-1.6996,3.6463,0.0008
97,1.7,-1.6996,3.6461,0.0008
97,1.8,-1.6997,3.646,0.0008
97,1.9,-1.6997,3.6459,0.0009
97,2,-1.6997,3.6457,0.0009
97,2.1,-1.6997,3.6455,0.001
97,2.2,-1.6997,3.6454,0.001
97,2.3,-1.6997,3.6452,0.0011
97,2.4,-1.6997,3.6451,0.0011
97,2.5,-1.6997,3.645,0.0012
97,2.6,-1.6997,3.6449,0.0012
97,2.7,-1.6997,3.6447,0.0013
97,2.8,-1.6997,3.6446,0.0013
97,2.9,-1.6997,3.6445,0.0014
97,3,-1.6997,3.6444,0.0014
97,3.1,-1.6997,3.6443,0.0015
97,3.2,-1.6997,3.6442,0.0015
97,3.3,-1.6997,3.644,0.0016
97,3.4,-1.6997,3.6439,0.0016
97,3.5,-1.6997,3.6438,0.0017
97,3.6,-1.6997,3.6437,0.0017
97,3.7,-1.6997,3.6436,0.0017
97,3.8,-1.6997,3.6435,0.0018
97,3.9,-1.6998,3.6434,0.0018
97,4,-1.6998,3.6433,0.0019
97,4.1,-1.6998,3.6432,0.0019
97,4.2,-1.6998,3.6431,0.002
97,4.3,-1.6998,3.643,0.002
97,4.4,-1.6998,3.6429,0.0021
97,4.5,-1.6998,3.6428,0.0021
97,4.6,-1.6998,3.6427,0.0022
