Step,Time,I,E,Q
118,0,3.3983,3.8194,0
118,0.1,3.3983,3.8194,0.0001
118,0.2,3.3984,3.8206,0.0002
118,0.3,3.3988,3.8212,0.0003
118,0.4,3.3991,3.8223,0.0004
118,0.5,3.3992,3.8232,0.0005
118,0.6,3.3993,3.8239,0.0006
118,0.7,3.3994,3.8245,0.0007
118,0.8,3.3994,3.825,0.0008
118,0.9,3.3995,3.8256,0.0008
118,1,3.3995,3.826,0.0009
118,1.1,3.3995,3.8265,0.001
118,1.2,3.3996,3.8269,0.0011
118,1.3,3.3996,3.8272,0.0012
118,1.4,3.3996,3.8276,0.0013
118,1.5,3.3996,3.8279,0.0014
118,1.6,3.3996,3.8283,0.0015
118,1.7,3.3996,3.8286,0.0016
118,1.8,3.3996,3.8289,0.0017
118,1.9,3.3996,3.8292,0.0018
118,2,3.3996,3.8295,0.0019
118,2.1,3.3996,3.8297,0.002
118,2.2,3.3996,3.83,0.0021
118,2.3,3.3996,3.8303,0.0022
118,2.4,3.3997,3.8305,0.0023
118,2.5,3.3997,3.8307,0.0024
118,2.6,3.3997,3.831,0.0025
118,2.7,3.3997,3.8313,0.0025
118,2.8,3.3997,3.8315,0.0026
118,2.9,3.3997,3.8318,0.0027
118,3,3.3997,3.832,0.0028
118,3.1,3.3997,3.8322,0.0029
118,3.2,3.3997,3.8324,0.003
118,3.3,3.3997,3.8327,0.0031
118,3.4,3.3997,3.8329,0.0032
118,3.5,3.3997,3.8331,0.0033
118,3.6,3.3997,3.8333,0.0034
118,3.7,3.3997,3.8335,0.0035
118,3.8,3.3997,3.8337,0.0036
118,3.9,3.3997,3.8339,0.0037
118,4,3.3997,3.8342,0.0038
118,4.1,3.3997,3.8343,0.0039
118,4.2,3.3997,3.8345,0.004
118,4.3,3.3997,3.8347,0.0041
118,4.4,3.3997,3.8349,0.0042
118,4.5,3.3997,3.8351,0.0042
118,4.6,3.3997,3.8352,0.0043
118,4.7,3.3997,3.8354,0.0044
118,4.8,3.3997,3.8356,0.0045
118,4.9,3.3997,3.8358,0.0046
118,5,3.3997,3.836,0.0047
118,5.1,3.3997,3.8362,0.0048
118,5.2,3.3997,3.8363,0.0049
118,5.3,3.3997,3.8365,0.005
118,5.4,3.3998,3.8367,0.0051
118,5.5,3.3998,3.8368,0.0052
118,5.6,3.3998,3.837,0.0053
118,5.7,3.3998,3.8372,0.0054
118,5.8,3.3998,3.8374,0.0055
118,5.9,3.3998,3.8375,0.0056
118,6,3.3998,3.8377,0.0057
118,6.1,3.3998,3.8379,0.0058
118,6.2,3.3998,3.838,0.0059
118,6.3,3.3998,3.8382,0.0059
118,6.4,3.3998,3.8383,0.006
118,6.5,3.3998,3.8385,0.0061
118,6.6,3.3998,3.8387,0.0062
118,6.7,3.3998,3.8388,0.0063
118,6.8,3.3998,3.839,0.0064
118,6.9,3.3998,3.8391,0.0065
118,7,3.3998,3.8393,0.0066
118,7.1,3.3998,3.8395,0.0067
118,7.2,3.3998,3.8396,0.0068
118,7.3,3.3998,3.8398,0.0069
118,7.4,3.3998,3.84,0.007
118,7.5,3.3998,3.8401,0.0071
118,7.6,3.3998,3.8402,0.0072
118,7.7,3.3998,3.8404,0.0073
118,7.8,3.3998,3.8405,0.0074
118,7.9,3.3998,3.8407,0.0075
118,8,3.3998,3.8408,0.0076
118,8.1,3.3998,3.841,0.0076
118,8.2,3.3998,3.8411,0.0077
118,8.3,3.3998,3.8413,0.0078
118,8.4,3.3998,3.8414,0.0079
118,8.5,3.3998,3.8416,0.008
118,8.6,3.3998,3.8417,0.0081
118,8.7,3.3998,3.8418,0.0082
118,8.8,3.3998,3.842,0.0083
118,8.9,3.3998,3.8421,0.0084
118,9,3.3998,3.8422,0.0085
118,9.1,3.3998,3.8424,0.0086
118,9.2,3.3998,3.8425,0.0087
118,9.3,3.3998,3.8427,0.0088
118,9.4,3.3998,3.8428,0.0089
118,9.5,3.3998,3.8429,0.009
118,9.6,3.3998,3.8431,0.0091
118,9.7,3.3998,3.8432,0.0092
118,9.8,3.3998,3.8433,0.0093
118,9.9,3.3998,3.8435,0.0093
118,10,3.3998,3.8436,0.0094
118,10.1,3.3998,3.8438,0.0095
118,10.2,3.3998,3.8439,0.0096
118,10.3,3.3998,3.844,0.0097
118,10.4,3.3998,3.8442,0.0098
118,10.5,3.3998,3.8443,0.0099
118,10.6,3.3998,3.8444,0.01
118,10.7,3.3998,3.8445,0.0101
118,10.8,3.3998,3.8447,0.0102
118,10.9,3.3998,3.8448,0.0103
118,11,3.3998,3.8449,0.0104
118,11.1,3.3998,3.845,0.0105
118,11.2,3.3998,3.8452,0.0106
118,11.3,3.3998,3.8453,0.0107
118,11.4,3.3998,3.8454,0.0108
118,11.5,3.3998,3.8456,0.0109
118,11.6,3.3998,3.8457,0.011
118,11.7,3.3998,3.8458,0.011
118,11.8,3.3998,3.846,0.0111
118,11.9,3.3998,3.8461,0.0112
118,12,3.3998,3.8462,0.0113
118,12.1,3.3998,3.8463,0.0114
118,12.2,3.3998,3.8464,0.0115
118,12.3,3.3998,3.8466,0.0116
118,12.4,3.3998,3.8467,0.0117
118,12.5,3.3998,3.8468,0.0118
118,12.6,3.3998,3.8469,0.0119
118,12.7,3.3998,3.8471,0.012
118,12.8,3.3998,3.8472,0.0121
118,12.9,3.3998,3.8473,0.0122
118,13,3.3998,3.8474,0.0123
118,13.1,3.3998,3.8475,0.0124
118,13.2,3.3998,3.8477,0.0125
118,13.3,3.3998,3.8478,0.0126
118,13.4,3.3998,3.8479,0.0127
118,13.5,3.3998,3.848,0.0127
118,13.6,3.3998,3.8481,0.0128
118,13.7,3.3998,3.8483,0.0129
118,13.8,3.3998,3.8484,0.013
118,13.9,3.3998,3.8485,0.0131
118,14,3.3998,3.8486,0.0132
118,14.1,3.3998,3.8488,0.0133
118,14.2,3.3998,3.8489,0.0134
118,14.3,3.3998,3.849,0.0135
118,14.4,3.3998,3.8491,0.0136
118,14.5,3.3998,3.8492,0.0137
118,14.6,3.3998,3.8494,0.0138
118,14.7,3.3998,3.8495,0.0139
118,14.8,3.3998,3.8496,0.014
118,14.9,3.3998,3.8497,0.0141
118,15,3.3998,3.8498,0.0142
118,15.1,3.3998,3.8499,0.0143
118,15.2,3.3998,3.85,0.0144
118,15.3,3.3998,3.8501,0.0144
118,15.4,3.3998,3.8503,0.0145
118,15.5,3.3998,3.8504,0.0146
118,15.6,3.3998,3.8505,0.0147
118,15.7,3.3998,3.8506,0.0148
118,15.8,3.3998,3.8507,0.0149
118,15.9,3.3998,3.8508,0.015
118,16,3.3998,3.851,0.0151
118,16.1,3.3998,3.851,0.0152
118,16.2,3.3998,3.8511,0.0153
118,16.3,3.3998,3.8513,0.0154
118,16.4,3.3998,3.8514,0.0155
118,16.5,3.3998,3.8515,0.0156
118,16.6,3.3998,3.8516,0.0157
118,16.7,3.3998,3.8517,0.0158
118,16.8,3.3998,3.8518,0.0159
118,16.9,3.3998,3.8519,0.016
118,17,3.3998,3.852,0.0161
118,17.1,3.3998,3.8522,0.0161
118,17.2,3.3998,3.8522,0.0162
118,17.3,3.3998,3.8524,0.0163
118,17.4,3.3998,3.8525,0.0164
118,17.5,3.3998,3.8526,0.0165
118,17.6,3.3998,3.8527,0.0166
118,17.7,3.3998,3.8527,0.0167
118,17.8,3.3998,3.8529,0.0168
118,17.9,3.3998,3.853,0.0169
118,18,3.3998,3.8531,0.017
119,18.001,0,3.7362,0
119,18.1,0,3.7362,0
119,18.2,0,3.7358,0
119,18.3,0,3.735,0
119,18.4,0,3.734,0
119,18.5,0,3.7332,0
119,18.6,0,3.7326,0
119,18.7,0,3.7321,0
