Step,Time,I,E,Q
112,0,3.3984,3.8219,0
112,0.1,3.3984,3.8219,0.0001
112,0.2,3.3985,3.8231,0.0002
112,0.3,3.3989,3.8237,0.0003
112,0.4,3.3991,3.8248,0.0004
112,0.5,3.3993,3.8257,0.0005
112,0.6,3.3993,3.8264,0.0006
112,0.7,3.3994,3.827,0.0007
112,0.8,3.3995,3.8275,0.0008
112,0.9,3.3995,3.828,0.0008
112,1,3.3995,3.8285,0.0009
112,1.1,3.3996,3.829,0.001
112,1.2,3.3996,3.8294,0.0011
112,1.3,3.3996,3.8297,0.0012
112,1.4,3.3996,3.8301,0.0013
112,1.5,3.3996,3.8305,0.0014
112,1.6,3.3997,3.8308,0.0015
112,1.7,3.3997,3.8311,0.0016
112,1.8,3.3997,3.8314,0.0017
112,1.9,3.3997,3.8317,0.0018
112,2,3.3997,3.832,0.0019
112,2.1,3.3997,3.8323,0.002
112,2.2,3.3997,3.8326,0.0021
112,2.3,3.3997,3.8328,0.0022
112,2.4,3.3997,3.8331,0.0023
112,2.5,3.3997,3.8334,0.0024
112,2.6,3.3997,3.8336,0.0025
112,2.7,3.3997,3.8339,0.0025
112,2.8,3.3997,3.8342,0.0026
112,2.9,3.3997,3.8344,0.0027
112,3,3.3997,3.8346,0.0028
112,3.1,3.3997,3.8349,0.0029
112,3.2,3.3998,3.8351,0.003
112,3.3,3.3998,3.8353,0.0031
112,3.4,3.3998,3.8355,0.0032
112,3.5,3.3998,3.8358,0.0033
112,3.6,3.3998,3.836,0.0034
112,3.7,3.3998,3.8362,0.0035
112,3.8,3.3998,3.8364,0.0036
112,3.9,3.3998,3.8366,0.0037
112,4,3.3998,3.8368,0.0038
112,4.1,3.3998,3.837,0.0039
112,4.2,3.3998,3.8373,0.004
112,4.3,3.3998,3.8375,0.0041
112,4.4,3.3998,3.8377,0.0042
112,4.5,3.3998,3.8379,0.0042
112,4.6,3.3998,3.8381,0.0043
112,4.7,3.3998,3.8383,0.0044
112,4.8,3.3998,3.8384,0.0045
112,4.9,3.3998,3.8387,0.0046
112,5,3.3998,3.8388,0.0047
112,5.1,3.3998,3.839,0.0048
112,5.2,3.3998,3.8392,0.0049
112,5.3,3.3998,3.8394,0.005
112,5.4,3.3998,3.8395,0.0051
112,5.5,3.3998,3.8397,0.0052
112,5.6,3.3998,3.8399,0.0053
112,5.7,3.3998,3.8401,0.0054
112,5.8,3.3998,3.8402,0.0055
112,5.9,3.3998,3.8405,0.0056
112,6,3.3998,3.8406,0.0057
112,6.1,3.3998,3.8408,0.0058
112,6.2,3.3998,3.841,0.0059
112,6.3,3.3998,3.8411,0.0059
112,6.4,3.3998,3.8413,0.006
112,6.5,3.3998,3.8414,0.0061
112,6.6,3.3998,3.8416,0.0062
112,6.7,3.3998,3.8418,0.0063
112,6.8,3.3998,3.842,0.0064
112,6.9,3.3998,3.8421,0.0065
112,7,3.3998,3.8423,0.0066
112,7.1,3.3998,3.8424,0.0067
112,7.2,3.3998,3.8426,0.0068
112,7.3,3.3998,3.8428,0.0069
112,7.4,3.3998,3.8429,0.007
112,7.5,3.3998,3.8431,0.0071
112,7.6,3.3999,3.8433,0.0072
112,7.7,3.3999,3.8434,0.0073
112,7.8,3.3999,3.8436,0.0074
112,7.9,3.3999,3.8437,0.0075
112,8,3.3999,3.8439,0.0076
112,8.1,3.3999,3.844,0.0076
112,8.2,3.3999,3.8442,0.0077
112,8.3,3.3999,3.8443,0.0078
112,8.4,3.3999,3.8445,0.0079
112,8.5,3.3999,3.8447,0.008
112,8.6,3.3999,3.8448,0.0081
112,8.7,3.3999,3.845,0.0082
112,8.8,3.3999,3.8451,0.0083
112,8.9,3.3999,3.8453,0.0084
112,9,3.3999,3.8454,0.0085
113,9.001,0,3.7287,0
113,9.1,0,3.7287,0
113,9.2,0,3.7284,0
113,9.3,0,3.7277,0
113,9.4,0,3.7267,0
113,9.5,0,3.726,0
113,9.6,0,3.7253,0
113,9.7,0,3.7249,0
113,9.8,0,3.7245,0
113,9.9,0,3.7241,0
113,10,0,3.7238,0
113,10.1,0,3.7235,0
113,10.2,0,3.7232,0
113,10.3,0,3.723,0
113,10.4,0,3.7227,0
113,10.5,0,3.7225,0
113,10.6,0,3.7223,0
113,10.7,0,3.7221,0
113,10.8,0,3.722,0
113,10.9,0,3.7218,0
113,11,0,3.7217,0
113,11.1,0,3.7215,0
113,11.2,0,3.7214,0
113,11.3,0,3.7212,0
113,11.4,0,3.7211,0
113,11.5,0,3.721,0
113,11.6,0,3.7209,0
113,11.7,0,3.7208,0
113,11.8,0,3.7207,0
113,11.9,0,3.7205,0
113,12,0,3.7204,0
113,12.1,0,3.7203,0
113,12.2,0,3.7203,0
113,12.3,0,3.7202,0
113,12.4,0,3.7201,0
113,12.5,0,3.72,0
113,12.6,0,3.7199,0
113,12.7,0,3.7198,0
113,12.8,0,3.7197,0
113,12.9,0,3.7197,0
113,13,0,3.7196,0
113,13.1,0,3.7195,0
113,13.2,0,3.7194,0
113,13.3,0,3.7193,0
113,13.4,0,3.7193,0
113,13.5,0,3.7192,0
113,13.6,0,3.7191,0
113,13.7,0,3.7191,0
113,13.8,0,3.719,0
113,13.9,0,3.7189,0
113,14,0,3.7189,0
113,14.1,0,3.7188,0
113,14.2,0,3.7187,0
113,14.3,0,3.7186,0
113,14.4,0,3.7186,0
113,14.5,0,3.7185,0
113,14.6,0,3.7185,0
113,14.7,0,3.7184,0
113,14.8,0,3.7184,0
113,14.9,0,3.7183,0
113,15,0,3.7183,0
113,15.1,0,3.7182,0
113,15.2,0,3.7181,0
113,15.3,0,3.7181,0
113,15.4,0,3.718,0
113,15.5,0,3.718,0
113,15.6,0,3.718,0
113,15.7,0,3.7179,0
113,15.8,0,3.7178,0
113,15.9,0,3.7178,0
113,16,0,3.7177,0
113,16.1,0,3.7177,0
113,16.2,0,3.7177,0
113,16.3,0,3.7176,0
113,16.4,0,3.7176,0
113,16.5,0,3.7175,0
113,16.6,0,3.7175,0
113,16.7,0,3.7174,0
113,16.8,0,3.7174,0
113,16.9,0,3.7173,0
113,17,0,3.7173,0
113,17.1,0,3.7173,0
113,17.2,0,3.7172,0
113,17.3,0,3.7172,0
113,17.4,0,3.7172,0
113,17.5,0,3.7171,0
113,17.6,0,3.7171,0
113,17.7,0,3.7171,0
113,17.8,0,3.717,0
113,17.9,0,3.717,0
113,18,0,3.7169,0
113,18.1,0,3.7169,0
113,18.2,0,3.7169,0
113,18.3,0,3.7169,0
113,18.4,0,3.7168,0
113,18.5,0,3.7168,0
113,18.6,0,3.7167,0
113,18.7,0,3.7167,0
113,18.8,0,3.7167,0
113,18.9,0,3.7167,0
113,19,0,3.7166,0
113,19.1,0,3.7166,0
113,19.2,0,3.7166,0
113,19.3,0,3.7165,0
113,19.4,0,3.7165,0
113,19.5,0,3.7164,0
113,19.6,0,3.7164,0
113,19.7,0,3.7164,0
113,19.8,0,3.7163,0
113,19.9,0,3.7163,0
113,20,0,3.7163,0
113,20.1,0,3.7163,0
113,20.2,0,3.7163,0
113,20.3,0,3.7162,0
113,20.4,0,3.7162,0
113,20.5,0,3.7162,0
113,20.6,0,3.7161,0
