Step,Time,I,E,Q
100,0,1.6974,3.7542,0
100,0.1,1.6974,3.7542,0
100,0.2,1.6979,3.7548,0.0001
100,0.3,1.6986,3.7551,0.0001
100,0.4,1.6989,3.7556,0.0002
100,0.5,1.6991,3.756,0.0002
100,0.6,1.6993,3.7564,0.0003
100,0.7,1.6994,3.7567,0.0003
100,0.8,1.6994,3.757,0.0004
100,0.9,1.6995,3.7572,0.0004
100,1,1.6995,3.7575,0.0005
100,1.1,1.6995,3.7577,0.0005
100,1.2,1.6996,3.7579,0.0006
100,1.3,1.6996,3.7581,0.0006
100,1.4,1.6996,3.7583,0.0007
100,1.5,1.6996,3.7584,0.0007
100,1.6,1.6996,3.7586,0.0008
100,1.7,1.6996,3.7588,0.0008
100,1.8,1.6996,3.759,0.0008
100,1.9,1.6997,3.7591,0.0009
100,2,1.6997,3.7593,0.0009
100,2.1,1.6997,3.7594,0.001
100,2.2,1.6997,3.7596,0.001
100,2.3,1.6997,3.7597,0.0011
100,2.4,1.6997,3.7599,0.0011
100,2.5,1.6997,3.76,0.0012
100,2.6,1.6997,3.7601,0.0012
100,2.7,1.6997,3.7603,0.0013
100,2.8,1.6997,3.7604,0.0013
100,2.9,1.6998,3.7605,0.0014
100,3,1.6998,3.7606,0.0014
100,3.1,1.6998,3.7607,0.0015
100,3.2,1.6998,3.7609,0.0015
100,3.3,1.6998,3.7609,0.0016
100,3.4,1.6998,3.7611,0.0016
100,3.5,1.6998,3.7612,0.0017
100,3.6,1.6998,3.7613,0.0017
100,3.7,1.6998,3.7614,0.0017
100,3.8,1.6998,3.7616,0.0018
100,3.9,1.6998,3.7617,0.0018
100,4,1.6998,3.7618,0.0019
100,4.1,1.6998,3.7619,0.0019
100,4.2,1.6998,3.762,0.002
100,4.3,1.6998,3.7621,0.002
100,4.4,1.6998,3.7622,0.0021
100,4.5,1.6998,3.7623,0.0021
100,4.6,1.6998,3.7624,0.0022
100,4.7,1.6998,3.7625,0.0022
100,4.8,1.6998,3.7626,0.0023
100,4.9,1.6998,3.7627,0.0023
100,5,1.6998,3.7628,0.0024
100,5.1,1.6998,3.7629,0.0024
100,5.2,1.6998,3.763,0.0025
100,5.3,1.6998,3.7631,0.0025
100,5.4,1.6998,3.7632,0.0025
100,5.5,1.6998,3.7632,0.0026
100,5.6,1.6998,3.7633,0.0026
100,5.7,1.6999,3.7635,0.0027
100,5.8,1.6999,3.7635,0.0027
100,5.9,1.6999,3.7636,0.0028
100,6,1.6999,3.7637,0.0028
100,6.1,1.6999,3.7638,0.0029
100,6.2,1.6999,3.7639,0.0029
100,6.3,1.6999,3.764,0.003
100,6.4,1.6999,3.7641,0.003
100,6.5,1.6999,3.7642,0.0031
100,6.6,1.6999,3.7643,0.0031
100,6.7,1.6999,3.7644,0.0032
100,6.8,1.6999,3.7644,0.0032
100,6.9,1.6999,3.7645,0.0033
100,7,1.6999,3.7646,0.0033
100,7.1,1.6999,3.7646,0.0034
100,7.2,1.6999,3.7648,0.0034
100,7.3,1.6999,3.7649,0.0034
100,7.4,1.6999,3.765,0.0035
100,7.5,1.6999,3.765,0.0035
100,7.6,1.6999,3.7651,0.0036
100,7.7,1.6999,3.7652,0.0036
100,7.8,1.6999,3.7652,0.0037
100,7.9,1.6999,3.7653,0.0037
100,8,1.6999,3.7654,0.0038
100,8.1,1.6999,3.7655,0.0038
100,8.2,1.6999,3.7656,0.0039
100,8.3,1.6999,3.7656,0.0039
100,8.4,1.6999,3.7657,0.004
100,8.5,1.6999,3.7658,0.004
100,8.6,1.6999,3.7659,0.0041
100,8.7,1.6999,3.7659,0.0041
100,8.8,1.6999,3.766,0.0042
100,8.9,1.6999,3.7661,0.0042
100,9,1.6999,3.7662,0.0042
100,9.1,1.6999,3.7662,0.0043
100,9.2,1.6999,3.7663,0.0043
100,9.3,1.6999,3.7664,0.0044
100,9.4,1.6999,3.7665,0.0044
100,9.5,1.6999,3.7665,0.0045
100,9.6,1.6999,3.7666,0.0045
100,9.7,1.6999,3.7667,0.0046
100,9.8,1.6999,3.7667,0.0046
100,9.9,1.6999,3.7668,0.0047
100,10,1.6999,3.7669,0.0047
100,10.1,1.6999,3.767,0.0048
100,10.2,1.6999,3.767,0.0048
