Step,Time,I,E,Q
136,0,6.7966,3.9397,0
136,0.1,6.7966,3.9397,0.0002
136,0.2,6.7969,3.9421,0.0004
136,0.3,6.7977,3.9432,0.0006
136,0.4,6.7981,3.9455,0.0008
136,0.5,6.7984,3.9472,0.0009
136,0.6,6.7986,3.9487,0.0011
136,0.7,6.7987,3.9499,0.0013
136,0.8,6.7988,3.9509,0.0015
136,0.9,6.7989,3.9519,0.0017
136,1,6.799,3.9528,0.0019
136,1.1,6.799,3.9537,0.0021
136,1.2,6.7991,3.9544,0.0023
136,1.3,6.7991,3.9551,0.0025
136,1.4,6.7992,3.9559,0.0026
136,1.5,6.7992,3.9565,0.0028
136,1.6,6.7992,3.9571,0.003
136,1.7,6.7992,3.9578,0.0032
136,1.8,6.7993,3.9584,0.0034
136,1.9,6.7993,3.959,0.0036
136,2,6.7993,3.9595,0.0038
136,2.1,6.7993,3.96,0.004
136,2.2,6.7993,3.9605,0.0042
136,2.3,6.7994,3.961,0.0043
136,2.4,6.7994,3.9616,0.0045
136,2.5,6.7994,3.962,0.0047
136,2.6,6.7994,3.9625,0.0049
136,2.7,6.7994,3.9629,0.0051
136,2.8,6.7994,3.9634,0.0053
136,2.9,6.7994,3.9639,0.0055
136,3,6.7995,3.9643,0.0057
136,3.1,6.7995,3.9647,0.0059
136,3.2,6.7995,3.9652,0.006
136,3.3,6.7995,3.9656,0.0062
136,3.4,6.7995,3.966,0.0064
136,3.5,6.7995,3.9664,0.0066
136,3.6,6.7995,3.9668,0.0068
136,3.7,6.7995,3.9672,0.007
136,3.8,6.7995,3.9676,0.0072
136,3.9,6.7995,3.968,0.0074
136,4,6.7995,3.9684,0.0076
136,4.1,6.7995,3.9687,0.0077
136,4.2,6.7995,3.9692,0.0079
136,4.3,6.7995,3.9695,0.0081
136,4.4,6.7995,3.9699,0.0083
136,4.5,6.7995,3.9703,0.0085
136,4.6,6.7995,3.9706,0.0087
136,4.7,6.7995,3.971,0.0089
136,4.8,6.7995,3.9713,0.0091
136,4.9,6.7995,3.9717,0.0093
136,5,6.7995,3.9721,0.0094
136,5.1,6.7995,3.9724,0.0096
136,5.2,6.7995,3.9728,0.0098
136,5.3,6.7995,3.9731,0.01
136,5.4,6.7995,3.9734,0.0102
136,5.5,6.7995,3.9738,0.0104
136,5.6,6.7995,3.9741,0.0106
136,5.7,6.7995,3.9745,0.0108
136,5.8,6.7995,3.9748,0.011
136,5.9,6.7995,3.9751,0.0111
136,6,6.7995,3.9754,0.0113
136,6.1,6.7995,3.9757,0.0115
136,6.2,6.7995,3.9761,0.0117
136,6.3,6.7995,3.9764,0.0119
136,6.4,6.7995,3.9767,0.0121
136,6.5,6.7995,3.977,0.0123
136,6.6,6.7995,3.9774,0.0125
136,6.7,6.7995,3.9777,0.0127
136,6.8,6.7996,3.978,0.0128
136,6.9,6.7996,3.9783,0.013
136,7,6.7996,3.9786,0.0132
136,7.1,6.7996,3.9789,0.0134
136,7.2,6.7996,3.9792,0.0136
136,7.3,6.7996,3.9795,0.0138
136,7.4,6.7996,3.9799,0.014
136,7.5,6.7996,3.9802,0.0142
136,7.6,6.7996,3.9805,0.0144
136,7.7,6.7996,3.9808,0.0145
136,7.8,6.7996,3.9811,0.0147
136,7.9,6.7996,3.9814,0.0149
136,8,6.7996,3.9817,0.0151
136,8.1,6.7996,3.9821,0.0153
136,8.2,6.7996,3.9823,0.0155
