Step,Time,I,E,Q
201,0,-3.3982,3.5472,0
201,0.1,-3.3982,3.5472,0.0001
201,0.2,-3.3983,3.5459,0.0002
201,0.3,-3.3987,3.5455,0.0003
201,0.4,-3.3989,3.5444,0.0004
201,0.5,-3.3991,3.5435,0.0005
201,0.6,-3.3992,3.5428,0.0006
201,0.7,-3.3992,3.5422,0.0007
201,0.8,-3.3993,3.5416,0.0008
201,0.9,-3.3993,3.5411,0.0008
201,1,-3.3994,3.5406,0.0009
201,1.1,-3.3994,3.5402,0.001
201,1.2,-3.3994,3.5398,0.0011
201,1.3,-3.3994,3.5395,0.0012
201,1.4,-3.3994,3.5391,0.0013
201,1.5,-3.3994,3.5388,0.0014
201,1.6,-3.3995,3.5385,0.0015
201,1.7,-3.3995,3.5382,0.0016
201,1.8,-3.3995,3.5379,0.0017
201,1.9,-3.3995,3.5376,0.0018
201,2,-3.3995,3.5374,0.0019
201,2.1,-3.3995,3.5371,0.002
201,2.2,-3.3995,3.5368,0.0021
201,2.3,-3.3995,3.5366,0.0022
201,2.4,-3.3995,3.5363,0.0023
201,2.5,-3.3995,3.5361,0.0024
201,2.6,-3.3995,3.5358,0.0025
201,2.7,-3.3995,3.5356,0.0025
201,2.8,-3.3996,3.5353,0.0026
201,2.9,-3.3996,3.5351,0.0027
201,3,-3.3996,3.5349,0.0028
201,3.1,-3.3996,3.5346,0.0029
201,3.2,-3.3996,3.5344,0.003
201,3.3,-3.3996,3.5342,0.0031
201,3.4,-3.3996,3.534,0.0032
201,3.5,-3.3996,3.5338,0.0033
201,3.6,-3.3996,3.5336,0.0034
201,3.7,-3.3996,3.5334,0.0035
201,3.8,-3.3996,3.5332,0.0036
201,3.9,-3.3996,3.533,0.0037
201,4,-3.3996,3.5328,0.0038
201,4.1,-3.3996,3.5326,0.0039
201,4.2,-3.3996,3.5325,0.004
201,4.3,-3.3996,3.5323,0.0041
201,4.4,-3.3996,3.5321,0.0042
201,4.5,-3.3996,3.5319,0.0042
201,4.6,-3.3996,3.5317,0.0043
201,4.7,-3.3996,3.5316,0.0044
201,4.8,-3.3996,3.5314,0.0045
201,4.9,-3.3996,3.5312,0.0046
201,5,-3.3996,3.531,0.0047
201,5.1,-3.3996,3.5308,0.0048
201,5.2,-3.3996,3.5307,0.0049
201,5.3,-3.3996,3.5306,0.005
201,5.4,-3.3996,3.5304,0.0051
201,5.5,-3.3996,3.5303,0.0052
201,5.6,-3.3996,3.5301,0.0053
201,5.7,-3.3996,3.5299,0.0054
201,5.8,-3.3996,3.5297,0.0055
201,5.9,-3.3996,3.5296,0.0056
201,6,-3.3996,3.5295,0.0057
201,6.1,-3.3996,3.5293,0.0058
201,6.2,-3.3996,3.5291,0.0059
201,6.3,-3.3996,3.529,0.0059
201,6.4,-3.3996,3.5288,0.006
201,6.5,-3.3996,3.5287,0.0061
201,6.6,-3.3996,3.5285,0.0062
201,6.7,-3.3996,3.5284,0.0063
201,6.8,-3.3997,3.5282,0.0064
201,6.9,-3.3997,3.5281,0.0065
201,7,-3.3997,3.528,0.0066
201,7.1,-3.3997,3.5278,0.0067
201,7.2,-3.3997,3.5277,0.0068
201,7.3,-3.3997,3.5275,0.0069
201,7.4,-3.3997,3.5274,0.007
201,7.5,-3.3997,3.5272,0.0071
201,7.6,-3.3997,3.5271,0.0072
201,7.7,-3.3997,3.5269,0.0073
201,7.8,-3.3997,3.5268,0.0074
201,7.9,-3.3997,3.5266,0.0075
201,8,-3.3997,3.5265,0.0076
201,8.1,-3.3997,3.5263,0.0076
201,8.2,-3.3997,3.5262,0.0077
201,8.3,-3.3997,3.5261,0.0078
201,8.4,-3.3997,3.526,0.0079
201,8.5,-3.3997,3.5258,0.008
201,8.6,-3.3997,3.5256,0.0081
201,8.7,-3.3997,3.5255,0.0082
201,8.8,-3.3997,3.5254,0.0083
201,8.9,-3.3997,3.5252,0.0084
201,9,-3.3997,3.5251,0.0085
201,9.1,-3.3997,3.525,0.0086
201,9.2,-3.3997,3.5248,0.0087
201,9.3,-3.3997,3.5247,0.0088
201,9.4,-3.3997,3.5245,0.0089
201,9.5,-3.3997,3.5244,0.009
201,9.6,-3.3997,3.5243,0.0091
201,9.7,-3.3997,3.5242,0.0092
201,9.8,-3.3997,3.5241,0.0093
201,9.9,-3.3997,3.524,0.0093
201,10,-3.3997,3.5238,0.0094
201,10.1,-3.3997,3.5237,0.0095
201,10.2,-3.3997,3.5235,0.0096
201,10.3,-3.3997,3.5234,0.0097
201,10.4,-3.3997,3.5233,0.0098
201,10.5,-3.3997,3.5231,0.0099
201,10.6,-3.3997,3.523,0.01
201,10.7,-3.3997,3.5229,0.0101
201,10.8,-3.3997,3.5227,0.0102
201,10.9,-3.3997,3.5226,0.0103
201,11,-3.3997,3.5225,0.0104
201,11.1,-3.3997,3.5224,0.0105
201,11.2,-3.3997,3.5223,0.0106
201,11.3,-3.3997,3.5222,0.0107
201,11.4,-3.3997,3.5221,0.0108
201,11.5,-3.3997,3.5219,0.0109
201,11.6,-3.3997,3.5218,0.011
201,11.7,-3.3997,3.5217,0.011
201,11.8,-3.3997,3.5216,0.0111
201,11.9,-3.3997,3.5215,0.0112
201,12,-3.3997,3.5214,0.0113
201,12.1,-3.3997,3.5212,0.0114
201,12.2,-3.3997,3.5211,0.0115
201,12.3,-3.3997,3.521,0.0116
201,12.4,-3.3997,3.5209,0.0117
201,12.5,-3.3997,3.5208,0.0118
201,12.6,-3.3997,3.5207,0.0119
201,12.7,-3.3997,3.5206,0.012
201,12.8,-3.3997,3.5204,0.0121
201,12.9,-3.3997,3.5203,0.0122
201,13,-3.3997,3.5202,0.0123
201,13.1,-3.3997,3.5201,0.0124
201,13.2,-3.3997,3.52,0.0125
201,13.3,-3.3997,3.5199,0.0126
201,13.4,-3.3997,3.5198,0.0127
201,13.5,-3.3997,3.5197,0.0127
201,13.6,-3.3997,3.5196,0.0128
201,13.7,-3.3997,3.5195,0.0129
201,13.8,-3.3997,3.5194,0.013
201,13.9,-3.3997,3.5192,0.0131
201,14,-3.3997,3.5191,0.0132
201,14.1,-3.3997,3.519,0.0133
201,14.2,-3.3997,3.5189,0.0134
201,14.3,-3.3997,3.5187,0.0135
201,14.4,-3.3997,3.5187,0.0136
201,14.5,-3.3997,3.5186,0.0137
201,14.6,-3.3997,3.5184,0.0138
201,14.7,-3.3997,3.5183,0.0139
201,14.8,-3.3997,3.5182,0.014
201,14.9,-3.3997,3.5181,0.0141
201,15,-3.3997,3.5181,0.0142
201,15.1,-3.3997,3.5179,0.0143
201,15.2,-3.3997,3.5178,0.0144
201,15.3,-3.3997,3.5177,0.0144
201,15.4,-3.3997,3.5176,0.0145
201,15.5,-3.3997,3.5175,0.0146
201,15.6,-3.3997,3.5174,0.0147
201,15.7,-3.3997,3.5173,0.0148
201,15.8,-3.3996,3.5172,0.0149
201,15.9,-3.3996,3.5171,0.015
201,16,-3.3996,3.517,0.0151
201,16.1,-3.3996,3.5169,0.0152
201,16.2,-3.3996,3.5168,0.0153
201,16.3,-3.3996,3.5167,0.0154
201,16.4,-3.3996,3.5165,0.0155
201,16.5,-3.3996,3.5164,0.0156
201,16.6,-3.3996,3.5163,0.0157
201,16.7,-3.3996,3.5162,0.0158
201,16.8,-3.3996,3.5161,0.0159
201,16.9,-3.3996,3.516,0.016
201,17,-3.3996,3.5159,0.0161
201,17.1,-3.3996,3.5159,0.0161
201,17.2,-3.3996,3.5157,0.0162
201,17.3,-3.3996,3.5157,0.0163
201,17.4,-3.3996,3.5156,0.0164
201,17.5,-3.3996,3.5155,0.0165
201,17.6,-3.3996,3.5154,0.0166
201,17.7,-3.3996,3.5152,0.0167
201,17.8,-3.3996,3.5151,0.0168
201,17.9,-3.3996,3.5151,0.0169
201,18,-3.3996,3.515,0.017
201,18.1,-3.3996,3.5148,0.0171
201,18.2,-3.3996,3.5147,0.0172
201,18.3,-3.3996,3.5147,0.0173
201,18.4,-3.3996,3.5146,0.0174
201,18.5,-3.3996,3.5144,0.0175
201,18.6,-3.3996,3.5143,0.0176
201,18.7,-3.3996,3.5143,0.0177
201,18.8,-3.3996,3.5141,0.0178
201,18.9,-3.3996,3.5141,0.0178
201,19,-3.3996,3.514,0.0179
201,19.1,-3.3996,3.5139,0.018
201,19.2,-3.3996,3.5138,0.0181
201,19.3,-3.3996,3.5137,0.0182
201,19.4,-3.3996,3.5136,0.0183
201,19.5,-3.3996,3.5135,0.0184
201,19.6,-3.3996,3.5134,0.0185
201,19.7,-3.3996,3.5133,0.0186
201,19.8,-3.3996,3.5131,0.0187
201,19.9,-3.3996,3.513,0.0188
201,20,-3.3996,3.513,0.0189
201,20.1,-3.3996,3.5129,0.019
201,20.2,-3.3996,3.5128,0.0191
201,20.3,-3.3996,3.5127,0.0192
201,20.4,-3.3996,3.5126,0.0193
201,20.5,-3.3996,3.5125,0.0194
201,20.6,-3.3996,3.5124,0.0195
201,20.7,-3.3996,3.5123,0.0195
201,20.8,-3.3996,3.5121,0.0196
201,20.9,-3.3996,3.5121,0.0197
201,21,-3.3996,3.512,0.0198
201,21.1,-3.3996,3.5119,0.0199
201,21.2,-3.3996,3.5118,0.02
201,21.3,-3.3996,3.5117,0.0201
201,21.4,-3.3996,3.5116,0.0202
201,21.5,-3.3996,3.5115,0.0203
201,21.6,-3.3996,3.5114,0.0204
201,21.7,-3.3996,3.5113,0.0205
