Step,Time,I,E,Q
74,0,10.1959,4.0944,0
74,0.1,10.1959,4.0944,0.0003
74,0.2,10.1962,4.0978,0.0006
74,0.3,10.1972,4.0996,0.0008
74,0.4,10.1978,4.1029,0.0011
74,0.5,10.1981,4.1054,0.0014
74,0.6,10.1983,4.1074,0.0017
74,0.7,10.1985,4.1092,0.002
74,0.8,10.1986,4.1108,0.0023
74,0.9,10.1987,4.1121,0.0025
74,1,10.1988,4.1134,0.0028
74,1.1,10.1989,4.1146,0.0031
74,1.2,10.1989,4.1157,0.0034
74,1.3,10.199,4.1168,0.0037
74,1.4,10.199,4.1178,0.004
74,1.5,10.1991,4.1187,0.0042
74,1.6,10.1991,4.1196,0.0045
74,1.7,10.1991,4.1205,0.0048
74,1.8,10.1991,4.1213,0.0051
74,1.9,10.1992,4.1222,0.0054
74,2,10.1992,4.123,0.0057
74,2.1,10.1992,4.1238,0.0059
74,2.2,10.1992,4.1246,0.0062
74,2.3,10.1993,4.1253,0.0065
74,2.4,10.1993,4.126,0.0068
74,2.5,10.1993,4.1268,0.0071
74,2.6,10.1993,4.1275,0.0074
74,2.7,10.1993,4.1282,0.0076
74,2.8,10.1993,4.1288,0.0079
74,2.9,10.1994,4.1295,0.0082
74,3,10.1994,4.1302,0.0085
74,3.1,10.1994,4.1308,0.0088
74,3.2,10.1994,4.1315,0.0091
74,3.3,10.1994,4.1321,0.0093
74,3.4,10.1994,4.1327,0.0096
74,3.5,10.1994,4.1334,0.0099
74,3.6,10.1994,4.134,0.0102
74,3.7,10.1995,4.1346,0.0105
74,3.8,10.1995,4.1352,0.0108
74,3.9,10.1995,4.1358,0.011
74,4,10.1995,4.1364,0.0113
74,4.1,10.1995,4.137,0.0116
74,4.2,10.1995,4.1376,0.0119
74,4.3,10.1995,4.1382,0.0122
74,4.4,10.1995,4.1388,0.0125
74,4.5,10.1995,4.1394,0.0127
74,4.6,10.1995,4.14,0.013
74,4.7,10.1995,4.1405,0.0133
74,4.8,10.1995,4.1411,0.0136
74,4.9,10.1996,4.1417,0.0139
74,5,10.1996,4.1422,0.0142
74,5.1,10.1996,4.1428,0.0144
74,5.2,10.1996,4.1434,0.0147
74,5.3,10.1996,4.144,0.015
74,5.4,10.1996,4.1446,0.0153
74,5.5,10.1996,4.1451,0.0156
74,5.6,10.1996,4.1456,0.0159
74,5.7,10.1996,4.1462,0.0161
74,5.8,10.1996,4.1467,0.0164
74,5.9,10.1996,4.1473,0.0167
74,6,10.1996,4.1479,0.017
74,6.1,10.1996,4.1484,0.0173
74,6.2,10.1996,4.1489,0.0176
74,6.3,10.1996,4.1495,0.0178
74,6.4,10.1996,4.1501,0.0181
74,6.5,10.1996,4.1506,0.0184
74,6.6,10.1996,4.1511,0.0187
74,6.7,10.1997,4.1516,0.019
74,6.8,10.1997,4.1522,0.0193
74,6.9,10.1997,4.1527,0.0195
74,7,10.1997,4.1533,0.0198
74,7.1,10.1997,4.1538,0.0201
74,7.2,10.1997,4.1543,0.0204
74,7.3,10.1997,4.1549,0.0207
74,7.4,10.1997,4.1554,0.021
74,7.5,10.1997,4.156,0.0212
74,7.6,10.1996,4.1565,0.0215
74,7.7,10.1996,4.157,0.0218
74,7.8,10.1996,4.1576,0.0221
74,7.9,10.1996,4.1581,0.0224
74,8,10.1997,4.1586,0.0227
74,8.1,10.1996,4.1591,0.0229
74,8.2,10.1996,4.1597,0.0232
74,8.3,10.1996,4.1601,0.0235
74,8.4,10.1996,4.1607,0.0238
74,8.5,10.1996,4.1612,0.0241
74,8.6,10.1996,4.1617,0.0244
74,8.7,10.1996,4.1622,0.0246
74,8.8,10.1996,4.1627,0.0249
74,8.9,10.1996,4.1632,0.0252
74,9,10.1996,4.1637,0.0255
75,9.001,0,3.8217,0
75,9.1,0,3.8217,0
75,9.2,0,3.8206,0
75,9.3,0,3.8183,0
75,9.4,0,3.8151,0
75,9.5,0,3.8129,0
75,9.6,0,3.811,0
75,9.7,0,3.8094,0
