I,R0,R1,R2,Udrop,Ufin,Uinit,cellcap,dSoC,dltQ,name,nominal_soc,tau1,tau2,tau_pls,table_file
-3.399545,0.0355265879579595,0.00382903686329302,0.011788062753183,0.117,3.7022,3.7086,3.36,-0.00505884672619048,-61.19181,soc50_1Cdch_18sec,0.5,6.26783056366516,56.2291329434099,18,soc50_1Cdch_18sec.csv
-3.39964680555556,0.0368093398100709,0.00809229174614805,0.00875901453123149,0.1182,3.6968,3.7083,3.36,-0.0101179964451058,-122.387285,soc50_1Cdch_36sec,0.5,18.7474528099871,125.254076562491,36,soc50_1Cdch_36sec.csv
-3.39965090277778,0.0372700666927656,0.0106478523887735,0.00884103480992186,0.1192,3.6873,3.7082,3.36,-0.0202360172784391,-244.774865,soc50_1Cdch_72sec,0.5,27.7877322378576,199.734264007441,72,soc50_1Cdch_72sec.csv
-6.79889666666667,0.0356375658283166,0.00296095483035749,0.0122303547514418,0.238,3.7021,3.7081,3.36,-0.00505870287698413,-61.19007,soc50_2Cdch_9sec,0.5,3.14427608465801,45.0764693469679,9,soc50_2Cdch_9sec.csv
-6.79900833333333,0.0358743743562826,0.00441679758797062,0.0107851975520011,0.2358,3.6972,3.7085,3.36,-0.0101175719246032,-122.38215,soc50_2Cdch_18sec,0.5,8.16334260862297,63.6265884582029,18,soc50_2Cdch_18sec.csv
-10.1989566666667,0.0356114403302919,0.00322517110592558,0.0121707972652306,0.3555,3.6997,3.7085,3.36,-0.00758850942460317,-91.79061,soc50_3Cdch_9sec,0.5,3.89251668352237,50.1281060733846,9,soc50_3Cdch_9sec.csv
1.69977833333333,0.0344571819556483,0.00396561685154281,0.0179069593371596,-0.0571000000000002,3.707,3.7054,3.36,0.0012647160218254,15.298005,soc50_05Cchr_9sec,0.5,5.84539537130648,68.2915607778502,9,soc50_05Cchr_9sec.csv
1.69977666666667,0.0347401522992547,0.00436157067880953,0.0151324491286829,-0.0571999999999999,3.7074,3.7041,3.36,0.00252942956349206,30.59598,soc50_05Cchr_18sec,0.5,7.58108145026945,66.3108321080668,18,soc50_05Cchr_18sec.csv
1.69982291666667,0.0356661292622475,0.00812769253101615,0.0105012150018467,-0.0571999999999999,3.7077,3.7018,3.36,0.00505899677579365,61.193625,soc50_05Cchr_36sec,0.5,18.9800631673097,129.312690892321,36,soc50_05Cchr_36sec.csv
1.69985868055556,0.0359375299083521,0.00956077226915307,0.00818088109563951,-0.0569999999999999,3.7081,3.6972,3.36,0.0101182064318783,122.389825,soc50_05Cchr_72sec,0.5,23.3862618794772,192.602240297064,72,soc50_05Cchr_72sec.csv
1.69984513888889,0.0364528378242044,0.010444304775632,0.00636068074810378,-0.0581,3.7086,3.6879,3.36,0.0202362516534392,244.7777,soc50_05Cchr_144sec,0.5,24.0636636616473,178.047366492914,144,soc50_05Cchr_144sec.csv
3.39970611111111,0.0350960586889362,0.0035215323965915,0.0153996297160894,-0.1167,3.7086,3.7052,3.36,0.00252954323743386,30.597355,soc50_1Cchr_9sec,0.5,4.46764349399407,58.8493784507045,9,soc50_1Cchr_9sec.csv
3.39972472222222,0.0363368051535641,0.00844420679671667,0.0125833785209686,-0.1172,3.7083,3.7022,3.36,0.00505911416997354,61.195045,soc50_1Cchr_18sec,0.5,19.3993633199642,169.236328517582,18,soc50_1Cchr_18sec.csv
3.39974416666667,0.0368831518455582,0.00866993471334479,0.00927653249828724,-0.1182,3.7082,3.6968,3.36,0.0101182862103175,122.39079,soc50_1Cchr_36sec,0.5,21.6682577039549,150.106641548777,36,soc50_1Cchr_36sec.csv
3.39980041666667,0.0372126465337289,0.00997990035344739,0.00688830369241917,-0.1184,3.7081,3.6873,3.36,0.0202369072420635,244.78563,soc50_1Cchr_72sec,0.5,25.5969284865835,175.490525353399,72,soc50_1Cchr_72sec.csv
6.79931444444444,0.0356107359017769,0.00317415622537871,0.0140670493168606,-0.2376,3.7085,3.7021,3.36,0.00505901372354497,61.19383,soc50_2Cchr_9sec,0.5,3.93780372586647,51.6349832785251,9,soc50_2Cchr_9sec.csv
6.79942527777778,0.0359345605998528,0.00671256724923916,0.0105813935495741,-0.2335,3.7085,3.6972,3.36,0.0101181923776455,122.389655,soc50_2Cchr_18sec,0.5,15.5838754899698,112.49595206196,18,soc50_2Cchr_18sec.csv
10.1993172222222,0.0349492610880054,0.00317553281162109,0.0131155641264046,-0.3497,3.7087,3.6997,3.36,0.00758877769510582,91.793855,soc50_3Cchr_9sec,0.5,4.4192350687892,54.3867189231429,9,soc50_3Cchr_9sec.csv
-1.69953111111111,0.0371469740604,0.00772956615262858,0.0277394908759081,0.0604999999999998,3.7587,3.7609,3.36,-0.00126453207671958,-15.29578,soc55_05Cdch_9sec,0.55,12.4179301768667,141.192358077398,9,soc55_05Cdch_9sec.csv
-1.699595,0.0377275224147516,0.00812130717527175,0.0212278782581497,0.0606999999999998,3.7561,3.7605,3.36,-0.00252915922619048,-30.59271,soc55_05Cdch_18sec,0.55,16.141390863493,136.355732689602,18,soc55_05Cdch_18sec.csv
-1.69962375,0.0385513678737677,0.0108994797857917,0.0190234542562104,0.0606,3.7524,3.7602,3.36,-0.00505840401785714,-61.186455,soc55_05Cdch_36sec,0.55,25.1220661244836,237.61626280258,36,soc55_05Cdch_36sec.csv
-1.69963083333333,0.0384974846217001,0.011548652266903,0.0158662310112899,0.0602999999999998,3.7464,3.76,3.36,-0.0101168501984127,-122.37342,soc55_05Cdch_72sec,0.55,27.7495436788151,322.928466717882,72,soc55_05Cdch_72sec.csv
-1.699713125,0.0373760564810198,0.012229007744536,0.0101552555992158,0.0586000000000002,3.7357,3.7602,3.36,-0.0202346800595238,-244.75869,soc55_05Cdch_144sec,0.55,29.1049633451116,352.847606493959,144,soc55_05Cdch_144sec.csv
-3.39953944444444,0.0349742300359797,0.00308108957321781,0.0149207728998762,0.1168,3.7563,3.7606,3.36,-0.00252941922949735,-30.595855,soc55_1Cdch_9sec,0.55,3.328414808036,49.0368016077474,9,soc55_1Cdch_9sec.csv
-3.39954333333333,0.0357856336674049,0.00457492640489749,0.0137397698130101,0.1165,3.7526,3.7605,3.36,-0.00505884424603175,-61.19178,soc55_1Cdch_18sec,0.55,8.6474727451977,73.4967921522579,18,soc55_1Cdch_18sec.csv
-3.39962083333333,0.0365773673622051,0.0080505744685335,0.0095581428576424,0.1169,3.7462,3.7602,3.36,-0.0101179191468254,-122.38635,soc55_1Cdch_36sec,0.55,19.3693217451353,143.125970728648,36,soc55_1Cdch_36sec.csv
-3.39968111111111,0.0365610776430234,0.0097625267677302,0.0068859295530446,0.1164,3.735,3.7599,3.36,-0.0202361970899471,-244.77704,soc55_1Cdch_72sec,0.55,24.2555946856393,195.547687343537,72,soc55_1Cdch_72sec.csv
-6.798855,0.0350167537287224,0.00307336990758344,0.0136436611626806,0.2332,3.7526,3.76,3.36,-0.005058671875,-61.189695,soc55_2Cdch_9sec,0.55,3.73730462496536,52.4308567713456,9,soc55_2Cdch_9sec.csv
-6.79912527777778,0.0358703409896177,0.00512928360426727,0.0109201339693295,0.2333,3.7462,3.76,3.36,-0.0101177459490741,-122.384255,soc55_2Cdch_18sec,0.55,10.5316404411325,79.8280429628391,18,soc55_2Cdch_18sec.csv
-10.1991822222222,0.0347888969180722,0.00307798772743778,0.0121832038559085,0.3478,3.7493,3.7599,3.36,-0.00758867724867725,-91.79264,soc55_3Cdch_9sec,0.55,3.84001798439666,50.2386399001699,9,soc55_3Cdch_9sec.csv
1.69969222222222,0.0373440713637069,0.00930422843119288,0.0251010986622558,-0.0602,3.7605,3.7587,3.36,0.0012646519510582,15.29723,soc55_05Cchr_9sec,0.55,15.5745339190736,230.326753762791,9,soc55_05Cchr_9sec.csv
1.69975333333333,0.0378024682333484,0.00842640434777123,0.0155878625186499,-0.0607000000000002,3.7602,3.7561,3.36,0.00252939484126984,30.59556,soc55_05Cchr_18sec,0.55,16.3114660788981,132.543098126877,18,soc55_05Cchr_18sec.csv
1.69968347222222,0.037977960627861,0.00961338170081479,0.0116114938379548,-0.0604999999999998,3.76,3.7524,3.36,0.00505858176256614,61.188605,soc55_05Cchr_36sec,0.55,20.9303320455386,141.084183599448,36,soc55_05Cchr_36sec.csv
1.69977361111111,0.0372949923047045,0.0108221426306929,0.00841317286943052,-0.0592999999999999,3.7602,3.7464,3.36,0.0101177000661376,122.3837,soc55_05Cchr_72sec,0.55,25.466176854504,170.102295820239,72,soc55_05Cchr_72sec.csv
1.69983163194444,0.0368971406068743,0.0120658083024672,0.00598041052613263,-0.0581999999999998,3.7606,3.7357,3.36,0.0202360908564815,244.775755,soc55_05Cchr_144sec,0.55,32.51384608925,264.884773678503,144,soc55_05Cchr_144sec.csv
3.39969888888889,0.0351130556116923,0.00422010669672044,0.0178859389692717,-0.1164,3.7605,3.7563,3.36,0.00252953786375661,30.59729,soc55_1Cchr_9sec,0.55,5.31158718025881,66.9905702469031,9,soc55_1Cchr_9sec.csv
3.39972916666667,0.0357609478565897,0.00657360280195905,0.014278165761908,-0.116,3.7602,3.7526,3.36,0.00505912078373016,61.195125,soc55_1Cchr_18sec,0.55,13.071083398675,97.03924066055,18,soc55_1Cchr_18sec.csv
3.39978416666667,0.0361681904070597,0.00953743087954987,0.00974950677067379,-0.1163,3.7599,3.7462,3.36,0.0101184052579365,122.39223,soc55_1Cchr_36sec,0.55,22.6743514924167,154.302437251558,36,soc55_1Cchr_36sec.csv
3.39980652777778,0.0365603563395139,0.0107826275009035,0.00669795659034189,-0.1172,3.76,3.735,3.36,0.0202369436177249,244.78607,soc55_1Cchr_72sec,0.55,27.514907875784,178.434607346742,72,soc55_1Cchr_72sec.csv
6.79923833333333,0.0347500183024808,0.00427967196969262,0.0161787065772527,-0.2301,3.76,3.7526,3.36,0.00505895709325397,61.193145,soc55_2Cchr_9sec,0.55,6.21740485524733,72.2745983735248,9,soc55_2Cchr_9sec.csv
6.79940194444444,0.0352623498948294,0.0055169357456063,0.0123901394873602,-0.2316,3.7599,3.7462,3.36,0.0101181576554233,122.389235,soc55_2Cchr_18sec,0.55,11.2508466598781,78.6896638000008,18,soc55_2Cchr_18sec.csv
10.1992716666667,0.0344060343833673,0.00348479220523013,0.0141842800253788,-0.3451,3.7599,3.7493,3.36,0.00758874379960317,91.793445,soc55_3Cchr_9sec,0.55,4.38524895109821,54.8120840693768,9,soc55_3Cchr_9sec.csv
