I,R0,R1,R2,Udrop,Ufin,Uinit,cellcap,dSoC,dltQ,name,nominal_soc,tau1,tau2,tau_pls,table_file
6.79942527777778,0.0366801058171305,0.0134464210798356,0.00299268729706318,-0.2335,3.7085,3.6972,3.36,0.0101181923776455,122.389655,soc50_2Cchr_18sec,0.5,37.1867438964864,100,18,soc50_2Cchr_18sec.csv
10.1993172222222,0.0360871354261003,0.0133401469801838,0.00195858761928618,-0.3497,3.7087,3.6997,3.36,0.00758877769510582,91.793855,soc50_3Cchr_9sec,0.5,32.16533582418,100,9,soc50_3Cchr_9sec.csv
-1.69953111111111,0.03817827255519,0.0265446867413478,0.00283030368479537,0.0604999999999998,3.7587,3.7609,3.36,-0.00126453207671958,-15.29578,soc55_05Cdch_9sec,0.55,55.0263452740844,100,9,soc55_05Cdch_9sec.csv
-1.699595,0.0390043616457051,0.0229322013688459,0.00417127121338349,0.0606999999999998,3.7561,3.7605,3.36,-0.00252915922619048,-30.59271,soc55_05Cdch_18sec,0.55,56.6957321982385,100,18,soc55_05Cdch_18sec.csv
-1.69962375,0.0402492328099702,0.0215646843142596,0.00590962274769049,0.0606,3.7524,3.7602,3.36,-0.00505840401785714,-61.186455,soc55_05Cdch_36sec,0.55,68.7301321852674,100,36,soc55_05Cdch_36sec.csv
-1.69963083333333,0.0412185414144301,0.0184024152267829,0.00735899406737502,0.0602999999999998,3.7464,3.76,3.36,-0.0101168501984127,-122.37342,soc55_05Cdch_72sec,0.55,78.5924612737569,100,72,soc55_05Cdch_72sec.csv
-1.699713125,0.0407003592424567,0.0149192827072851,0.00811079104941466,0.0586000000000002,3.7357,3.7602,3.36,-0.0202346800595238,-244.75869,soc55_05Cdch_144sec,0.55,75.3691428958258,100,144,soc55_05Cdch_144sec.csv
-3.39953944444444,0.0364024435438714,0.0151081472111587,0.00207390881193292,0.1168,3.7563,3.7606,3.36,-0.00252941922949735,-30.595855,soc55_1Cdch_9sec,0.55,33.2718044703312,100,9,soc55_1Cdch_9sec.csv
-3.39954333333333,0.0371056208746042,0.0150082716437602,0.00308495757731102,0.1165,3.7526,3.7605,3.36,-0.00505884424603175,-61.19178,soc55_1Cdch_18sec,0.55,40.6866591220056,100,18,soc55_1Cdch_18sec.csv
-3.39962083333333,0.0377287540694433,0.0135163552314633,0.00419266539745572,0.1169,3.7462,3.7602,3.36,-0.0101179191468254,-122.38635,soc55_1Cdch_36sec,0.55,43.1790377160431,100,36,soc55_1Cdch_36sec.csv
